make,car_model,depth,height,width,extra_depth,img_url
Dacia,DUSTER DCI4X4 5DR SALOON 2016,94,74,100,152,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3969_5460_0_5460.jpg?itok=2llHl-jX
Mercedes Benz,E 200 CABRIOLET AVANTGARDE 3DR CONVERTIBLE 2017,93,38,74,181,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4085_5655_0_5655.jpg?itok=tbamcLLg
Mercedes Benz,E 220 D 4DR SALOON 2016,114,45,99,196,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3997_5492_0_5492.jpg?itok=xgzDD011
Mercedes Benz,E 220 D 5DR ESTATE 2017,116,73,110,203,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4014_5579_0_5579.jpg?itok=LVpr4z-Q
Mercedes Benz,E 300 4DR SALOON 2019,109,45,99,188,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4350_5927_0_5927.jpg?itok=-Da5TqNY
Mercedes Benz,E 400 COUPE EDITION 1 3DR 2017,102,47,86,171,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4098_5614_0_5614.jpg?itok=jvY66bsY
Peugeot,E-2008 GT 5DR SALOON 2020,78,79,95,155,
Peugeot,E-208 GT 5DR HATCH 2020,67,75,96,130,
Volkswagen,E-GOLF5DR HATCH 2018,74,69,101,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4102_5678_0_5678.jpg?itok=uozqLPut
KIA,E-NIRO (64 KWH) 5DR SALOON 2019,76,68,105,156,
Nissan,E-NV200 COMBI PREMIUM 5DR MPV 2015,113,122,121,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3787_5258_0_5258.jpg?itok=jxRZwMGR
Jaguar,E-PACE 5DR SALOON 2019,86,71,103,159,
Audi,E-TRON 55 QUATTRO 5DR SALOON 2019,107,70,99,186,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4351_5926_0_5926.jpg?itok=OHKi1uXk
Audi,E-TRON SPORTBACK 5DR SALOON 2020,78,77,95,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4490_6009_0_6009.jpg?itok=aMGjYPI6
Volkswagen,E-UP! 5DR HATCH 2020,80,81,105,157,
Volkswagen,E-UP!5DR HATCH 2018,60,85,91,106,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4203_5776_0_5776.jpg?itok=sdmMDtY1
Mitsubishi,ECLIPSE CROSS 5DR SALOON 2018,80,76,99,158,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4150_5712_0_5712.jpg?itok=4IoiXqUC
Volkswagen,ECO UP! 1.0 5DR HATCH 2020,60,85,97,106,
Ford,ECOSPORT 1.0 ECOBOOST TITANIUM 5DR SALOON 2016,66,95,99,118,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3908_5428_0_5428.jpg?itok=eqZpGOdV
Ford,ECOSPORT 1.5 5DR SALOON 2018,69,86,88,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4193_5765_0_5765.jpg?itok=suufFqXK
Ford,EDGE 5DR SALOON 2017,104,80,114,188,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4027_5583_0_5583.jpg?itok=LappKkEK
Mercedes Benz,EQC 400 AMG SALOON 2020,102,65,109,188,
Lexus,ES 300H 4DR SALOON 2020,107,50,105,107,
Renault,ESPACE ENERGY 5DR MPV 2018,111,79,108,190,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4163_5718_0_5718.jpg?itok=-kEoIk51
Renault,ESPACE ENERGY DCI 160 INITIALE PARIS EDC 5DR MPV 2015,46,78,115,111,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3849_5317_0_5317.jpg?itok=fgTygY10
Jaguar,F-PACE 20D PRESTIGE AWD AUTOMATIK 5DR SALOON 2017,102,75,104,174,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4009_5530_0_5530.jpg?itok=JIVYXa6D
Skoda,FABIA 1.0 5DR HATCH 2019,72,85,96,132,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4221_5793_0_5793.jpg?itok=YJIa4uB2
Skoda,FABIA 1.2 TSI STYLE 5DR HATCH 2015,71,85,92,132,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3805_5230_0_5230.jpg?itok=FIdlVd0S
Skoda,FABIA COMBI 1.2 TSI STYLE 5DR ESTATE 2015,94,84,95,159,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3834_5263_0_5263.jpg?itok=jJh_ySJ5
Fiat,FIAT 500 0.9TWINAIR 0.9 2-CYLINDER 3DR HATCH 2012,53,89,101,116,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3290_2780_0_2780.jpg?itok=PXfj57fg
Fiat,FIAT 500 1.3 JTD MULTIJET 16V 3DR HATCH 2008,54,88,101,116,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2508_2091_0_2091.jpg?itok=JVvE6FFK
Fiat,FIAT 500 C LOUNGE TWIN AIR 2DR CONVERTIBLE 2011,54,48,101,116,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3027_2610_0_2610.jpg?itok=nIiTGT6F
Fiat,FIAT 500 LOUNGE 1.2 8V 3DR HATCHBACK 2009,54,88,101,116,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2509_2092_0_2092.jpg?itok=TfpppELw
Fiat,FIAT 500 LOUNGE 1.3 JTD 16V DPF 3DR HATCH 2008,54,88,101,116,
Fiat,FIAT 500C 1.3 MJT 16V 2DR CONVERTIBLE 2009,54,48,101,116,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2511_2094_0_2094.jpg?itok=tSG1VF6Z
Fiat,FIAT 500L EASY 1.4 16V 70KW 5DR MPV 2012,70,85,97,121,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3507_2905_0_2905.jpg?itok=Mj1U-YQK
Fiat,FIAT 500L LIVING 1.6 16V MULTIJET LOUNGE 5DR MPV 2014,37,97,97,91,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3665_5088_0_5088.jpg?itok=j-r5dFYd
Fiat,FIAT 500L TREKKING 1.6 MULTIJET 16V START STOP 5DR MPV 2014,85,82,104,161,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3666_5066_0_5066.jpg?itok=RSIfrb5A
Fiat,FIAT BRAVO DYNAMIC 1.4 T JET 16V 5DR HATCH 2008,79,82,101,146,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2512_2095_0_2095.jpg?itok=Rj9cfzny
Fiat,FIAT BRAVO DYNAMIC 1.9 5DR HATCH,79,82,101,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2390_924_0_924.jpg?itok=99eYKs0H
Fiat,FIAT DOBLO ACTIVE 1.3 6DR MPV,86,141,119,86,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2391_925_0_925.jpg?itok=Mdlh-Y7W
Fiat,FIAT DOBLO JTD DYNAMIC 1.9 5DR ESTATE,93,119,119,134,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2392_926_0_926.jpg?itok=kfc75OfE
Fiat,FIAT DOBLO MULTIJET 1.6 JTD 5DR ESTATE 2010,100,174,112,138,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2513_2096_0_2096.jpg?itok=8FEvMjnz
Fiat,FIAT DOBLO MULTIJET ACTIVE 1.3 5DR MPV,86,117,119,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2393_927_0_927.jpg?itok=K4az0k1w
Fiat,FIAT DOBLO MULTIJET FAMILY 1.3 5DR ESTATE,22,117,115,53,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2394_928_0_928.jpg?itok=780b8oYr
Fiat,FIAT FIORINO QUBO 1.3 JTD MULTIJET 5DR ESTATE 2009,73,104,100,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2514_2097_0_2097.jpg?itok=eEm0zZAc
Fiat,FIAT FREEMONT URBAN 2.0 JTD MULTIJET 16V 5DR MPV 2011,41,81,91,104,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3267_2756_0_2756.jpg?itok=5JqcOfF7
Fiat,FIAT GRANDE PUNTO 1.4 8V NATURAL POWER 5DR HATCHBACK 2009,62,70,97,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2515_2098_0_2098.jpg?itok=YgzspveX
Fiat,FIAT IDEA JTD DYNAMIC MULTIJET 1.3 5DR HATCH,76,97,107,114,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2395_929_0_929.jpg?itok=JPpfhva8
Fiat,FIAT LINEA EMOTION 1.4 T JET 4DR SALOON 2008,107,56,91,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2516_2099_0_2099.jpg?itok=rbFUSMZL
Fiat,FIAT MULTIPLA ELEGANZA 1.9 5DR MPV,70,97,117,128,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2396_931_0_931.jpg?itok=ogOHKHpF
Fiat,FIAT MULTIPLA JTD ELEGANZA 1.9 5DR MPV,66,96,120,99,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2397_932_0_932.jpg?itok=ok6-MuHY
Fiat,FIAT MULTIPLA MULTIJET 5DR MPV,55,96,120,135,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2398_933_0_933.jpg?itok=Bt6gE-eW
Fiat,FIAT PANDA 0.9 8V TWINAIR NATURAL POWER LOUNGE 5DR HATCH 2014,53,78,101,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3667_5107_0_5107.jpg?itok=i7F8vqNj
Fiat,FIAT PANDA 1.2 5DR 4X4,51,85,101,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2399_934_0_934.jpg?itok=_bc6lO0Q
Fiat,FIAT PANDA 100HP 1.4 5DR HATCH,52,85,101,122,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2400_935_0_935.jpg?itok=GEYSJSC8
Fiat,FIAT PANDA 4X4 1.3 JTD 5DR HATCH 2013,53,78,101,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3622_5021_0_5021.jpg?itok=V6_Xi_ou
Fiat,FIAT PANDA DYNAMIC 1.2 5DR HATCH 2010,48,84,101,114,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2977_2560_0_2560.jpg?itok=WQTxsUeo
Fiat,FIAT PANDA ELEGANZA 1.2 5DR HATCH,53,85,100,117,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2401_936_0_936.jpg?itok=tzTl-TuB
Fiat,FIAT PANDA LOUNGE 1.2 8V 51 KW 5DR HATCH 2012,53,86,101,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3432_2831_0_2831.jpg?itok=ch3dJiuu
Fiat,FIAT PANDA TWIN AIR NATURAL POWER LOUNGE 0.9 8V CNG 59KW 5DR HATCH 2012,53,78,101,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3504_2902_0_2902.jpg?itok=xs6HcY-L
Fiat,FIAT PUNTO 0.9 L 62 KW 3DR HATCH 2012,71,84,97,129,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3454_2852_0_2852.jpg?itok=PrBkFl03
Fiat,FIAT PUNTO 1.2 5DR HATCH,70,85,98,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2402_937_0_937.jpg?itok=gGg4MF-I
Fiat,FIAT PUNTO 1.3 JTD 16V MULTIJET START STOP 5DR HATCH 2012,71,84,97,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3329_2819_0_2819.jpg?itok=g6Xno_hU
Fiat,FIAT PUNTO 16V ACTIVE SPORT 1.2 3DR HATCH,71,84,102,123,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2403_938_0_938.jpg?itok=U3eK3uAG
Fiat,FIAT PUNTO EVO 1.3 JTD 16V MULTIJET START & STOP 5DR HATCH 2010,71,84,97,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2517_2100_0_2100.jpg?itok=YSS-6JZC
Fiat,FIAT PUNTO EVO 1.4 16V TURBO 5DR HATCH 2010,71,84,97,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2975_2558_0_2558.jpg?itok=_XhkUw8B
Fiat,FIAT PUNTO GRANDE ACTIVE SPORT 1.4 3DR HATCH,70,84,97,128,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2404_939_0_939.jpg?itok=Hx4-6X9O
Fiat,FIAT PUNTO JTD ELEGANZA 1.3 5DR HATCH,71,83,103,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2405_940_0_940.jpg?itok=mqSCznhx
Fiat,FIAT SEDICA MULTIJET DYNAMIC 1.9 5DR HATCH,68,88,102,140,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2406_941_0_941.jpg?itok=lpI_iu5u
Fiat,FIAT SEDICI ELEGANZA 1.9 5DR HATCH,68,88,102,138,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2407_942_0_942.jpg?itok=c4iGXESu
Fiat,FIAT STILO MULTIJET DYNAMIC 1.9 5DR HATCH,72,88,101,157,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2408_943_0_943.jpg?itok=os_NwMq4
Ford,FIESTA 1.0 5DR HATCH 2017,58,79,97,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4078_5662_0_5662.jpg?itok=03D7yFxL
Ford,FIESTA 1.5 5DR HATCH 2018,58,79,97,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4128_5709_0_5709.jpg?itok=zZj61vAZ
Ford,FIESTA 5DR HATCH 2019,58,79,97,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4302_5838_0_5838.jpg?itok=Qlf7ZRFb
Ford,FIESTA ST 1.5 PAKET 3DR HATCH 2020,76,68,103,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4492_6002_0_6002.jpg?itok=ZBP80r_H
Ford,FOCUS 1.0 ECOBOOST START/STOPP TITANIUM 5DR HATCH 2015,84,81,102,147,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3891_5333_0_5333.jpg?itok=PgVd71sN
Ford,FOCUS 1.5 5DR HATCH 2018,76,70,100,152,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4200_5782_0_5782.jpg?itok=DsgNP0oG
Ford,FOCUS 1.5 5DR HATCH 2019,76,70,101,152,
Ford,FOCUS RS5DR HATCH 2016,111,73,110,190,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3987_5513_0_5513.jpg?itok=RMZTd_lv
Ford,FOCUS TURNIER 1.0 5DR ESTATE 2019,103,71,112,184,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4234_5832_0_5832.jpg?itok=bM1CPts7
Ford,FOCUS TURNIER 1.5 ECOBOOST START STOP TITANIUM 5DR ESTATE 2015,101,77,113,162,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3836_5261_0_5261.jpg?itok=AlfPUlpm
Ford,FOCUS TURNIER ST 2.0 ECOBOOST START/STOPP LEDER-EXKLUSIV-PAKET 5DR ESTATE 2016,101,78,113,162,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3925_5367_0_5367.jpg?itok=8eI-6iYc
Ford,FOCUS TURNIER ST 2.3 5DR ESTATE 2020,103,71,112,184,
Ford,FORD B-MAX TITANIUM 1.0 ECOBOOST 88 KW 5DR MPV 2013,65,78,100,140,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3516_2914_0_2914.jpg?itok=nYLgRpkt
Ford,FORD B-MAX TITANIUM 1.6 TDCI 70KW 5DR MPV 2012,65,78,100,140,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3495_2893_0_2893.jpg?itok=C4WyfwQ1
Ford,FORD C-MAX 1.6 ECO BOOST TITANIUM 5DR MPV 2010,85,93,102,140,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3021_2604_0_2604.jpg?itok=96nz76lS
Ford,FORD ECOSPORT 1.0 ECOBOOST TITANIUM 5DR 4X4 2014,66,95,99,118,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3761_5169_0_5169.jpg?itok=YTb3Wqis
Ford,FORD FIESTA ECONETIC 1.6 TDCI 3DR HATCHBACK 2009,59,83,100,133,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2518_2101_0_2101.jpg?itok=aAp8nJso
Ford,FORD FIESTA TCDI GHIA 1.4 5DR HATCH,71,84,100,136,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2409_944_0_944.jpg?itok=Yuwb6xds
Ford,FORD FIESTA TITANIUM 1.0 ECOBOOST 74KW 5DR HATCH 2013,72,83,100,136,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3514_2912_0_2912.jpg?itok=OAiqnbHV
Ford,FORD FIESTA TITANIUM 1.25 5DR HATCH 2010,68,83,99,130,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2927_2510_0_2510.jpg?itok=Vv1fc1Ep
Ford,FORD FIESTA TITANIUM 1.6 TI VCT 5DR HATCH 2008,68,83,99,130,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2519_2102_0_2102.jpg?itok=Kox0SN-C
Ford,FORD FIESTA TREND 1.6 TDCI DPF 5DR HATCHBACK 2009,68,83,99,130,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2520_2103_0_2103.jpg?itok=4UP2lGLT
Ford,FORD FIESTA TREND 1.6 TDCI ECONETIC 70 KW 5DR HATCH 2012,72,83,100,136,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3442_2840_0_2840.jpg?itok=asOZNgc2
Ford,FORD FIESTA ZETEC 1.4 3DR HATCH,71,81,100,142,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2410_946_0_946.jpg?itok=4GPGBlnm
Ford,FORD FOCUS 1.6 TI - VCT 5DR HATCH 2011,89,81,102,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3082_2665_0_2665.jpg?itok=lnTZfWPA
Ford,FORD FOCUS 2.0 TDCI 5DR HATCH 2008,91,81,104,153,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2521_2104_0_2104.jpg?itok=FQtnXoDk
Ford,FORD FOCUS C MAX TDCI ZETEC 1.6 5DR MPV,87,92,104,141,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2411_948_0_948.jpg?itok=ZtL5zsmr
Ford,FORD FOCUS ECONETIC 1.6 TDCI 5DR HATCH 2008,91,81,104,153,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2522_2105_0_2105.jpg?itok=o2IgtCl7
Ford,FORD FOCUS ELECTRIC 107KW 146PS 5DR HATCH 2013,83,52,104,147,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3642_5054_0_5054.jpg?itok=lgptMrs8
Ford,FORD FOCUS GHIA 1.6 4DR SALOON,103,58,104,165,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2412_950_0_950.jpg?itok=QrWSO6dQ
Ford,FORD FOCUS II TITANIUM 2.0 TDCI FAP 5DR HATCHBACK 2009,91,81,104,153,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2523_2106_0_2106.jpg?itok=QxX8u2cN
Ford,FORD FOCUS LX 1.6 5DR ESTATE,103,79,115,172,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2413_951_0_951.jpg?itok=8sCCriuo
Ford,FORD FOCUS RS 2.5 3DR HATCHBACK 2009,91,81,104,150,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2524_2107_0_2107.jpg?itok=iB7M_ep4
Ford,FORD FOCUS TITANIUM 2.0 TDCI (DPF) 5DR HATCH 2011,89,81,102,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3061_2644_0_2644.jpg?itok=n5njfVTi
Ford,FORD FOCUS TITANIUM ECO BOOST START STOP 1.0 92 KW 5DR HATCH 2012,84,76,102,147,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3431_2830_0_2830.jpg?itok=iS95DCyG
Ford,FORD FOCUS TURNIER 1.6 ECOBOOST 5DR ESTATE 2011,102,76,113,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3095_2678_0_2678.jpg?itok=X6xLt_xh
Ford,FORD FOCUS TURNIER II STYLE 2.0 5DR ESTATE 2008,101,78,116,170,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2525_2108_0_2108.jpg?itok=ke1MYiMR
Ford,FORD FOCUS TURNIER TITANIUM 1.6 TDCI 5DR ESTATE 2011,102,76,113,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3241_2730_0_2730.jpg?itok=vdFQDEei
Ford,FORD FOCUS ZETEC C1 MATE 1.6 3DR HATCH,92,80,104,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2415_954_0_954.jpg?itok=3X7T45SB
Ford,FORD FOCUS ZETEC1.6 5DR HATCH,92,81,105,156,
Ford,FORD FUSION 31.6 5DR HATCH,75,90,100,140,
Ford,FORD GALAXY LX TDCI 2.0 5DR MPV,39,106,113,105,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2417_956_0_956.jpg?itok=P5XYIaFd
Ford,FORD GALAXY TDI ZETEC 1.9 5DR MPV,49,103,112,80,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2418_957_0_957.jpg?itok=ObOegPmU
Ford,FORD GALAXY TITANIUM 2.0 TDCI DPF 5DR MPV 2010,41,106,114,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2965_2548_0_2548.jpg?itok=IeVCdSb8
Ford,FORD GALAXY TITANIUM 2.2 5DR MPV 2009,41,106,114,135,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2526_2109_0_2109.jpg?itok=FkacMzwk
Ford,FORD GRAND C-MAX 1.0 ECOBOOST 5DR MPV 2013,113,83,102,178,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3616_5003_0_5003.jpg?itok=1Lr-7qSK
Ford,FORD GRAND C-MAX TITANIUM 2.0 TDCI 5DR MPV 2011,98,98,102,178,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3074_2657_0_2657.jpg?itok=L_Moy_vm
Ford,FORD GRAND TOURNEO CONNECT 1.6 TDCI TITANIUM 5DR ESTATE 2014,55,114,119,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3714_5166_0_5166.jpg?itok=rnXi5lBV
Ford,FORD KA COLLECTION 1.3 3DR HATCH,58,81,91,132,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2419_958_0_958.jpg?itok=8e37WfA7
Ford,FORD KA TITANIUM 1.2 3DR HATCHBACK 2009,53,86,100,112,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2527_2110_0_2110.jpg?itok=CQSuqbkz
Ford,FORD KA TITANIUM 1.2 51KW 3DR HATCH 2011,53,86,100,112,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3277_2766_0_2766.jpg?itok=dC_QCfQR
Ford,FORD KUGA 2.0 TDCI 103KW 5DR 4X4 2013,84,80,104,170,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3617_4971_0_4971.jpg?itok=NTKg8A99
Ford,FORD KUGA 4X4 TITANIUM 2.0TDCI 5DR 2008,87,77,104,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2528_2111_0_2111.jpg?itok=MDfxDj7N
Ford,FORD KUGA TITANIUM 2.0 TDCI 5DR 4X4 2010,87,77,104,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2968_2551_0_2551.jpg?itok=kUu9Ay8k
Ford,FORD MONDEO GHIA 2.0 5DR ESTATE,110,77,112,197,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2420_960_0_960.jpg?itok=JHn4MWZn
Ford,FORD MONDEO TDCI GHIA 2.0 5DR HATCH,103,79,96,172,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2421_961_0_961.jpg?itok=uPSA3Y-O
Ford,FORD MONDEO TREND 1.6 5DR HATCH 2008,115,81,89,177,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2529_2112_0_2112.jpg?itok=DMQyuxuj
Ford,FORD MONDEO TURNIER 2.0 ECO BOOST SCTI 5DR ESTATE 2010,113,79,114,187,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2937_2520_0_2520.jpg?itok=vKvpk-hd
Ford,FORD MONDEO TURNIER TITANIUM 2.0 TDCI 5DR ESTATE 2008,113,76,102,180,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2530_2113_0_2113.jpg?itok=eRY1_ywo
