make,car_model,depth,height,width
Volkswagen,PASSAT ALLTRACK 4MOTION (DSG) 2.0 TDI BMT 130KW 177 PS 5DR ESTATE 2013,113,76,100
Volkswagen,PASSAT BLUE MOTION 1.6 TDI 4DR SALOON 2011,115,51,99
Volkswagen,PASSAT BLUEMOTION TECHNOLOGY 2.0 TDI 103KW 5DR ESTATE 2012,113,76,100
Volkswagen,PASSAT CC 1.8 TSI 4DR COUPE 2008,116,52,100
Volkswagen,PASSAT COMFORTLINE 1.4 TSI 4DR SALOON 2008,116,51,101
Volkswagen,PASSAT COMFORTLINE 1.8 TSI 4DR SALOON 2008,116,51,101
Volkswagen,PASSAT ECO FUEL TRENDLINE 1.4 TSI 4DR SALOON 2009,115,51,100
Volkswagen,PASSAT ECOFUEL COMFORTLINE 1.4 TSI 4DR SALOON 2011,115,51,99
Volkswagen,PASSAT HIGHLINE 2.0 BLUETDI 4DR SALOON 2011,114,51,102
Volkswagen,PASSAT SPORT 2.0 5DR ESTATE,111,75,100
Volkswagen,PASSAT TRENDLINE 2.0 BLUE TDI 4DR SALOON 2009,115,51,100
Volkswagen,PASSAT VARIANT 1.6 TDI 5DR ESTATE 2010,112,76,99
Volkswagen,PASSAT VARIANT COMFORTLINE 2.0 TDI DPF 5DR ESTATE 2009,112,76,99
Volkswagen,PASSAT VARIANT COMFORTLINE BLUE MOTION 2.0 TDI 5DR ESTATE 2009,112,76,99
Volkswagen,PASSAT VARIANT DSG 2.0 TDI 5DR ESTATE 2009,112,76,99
Volkswagen,PASSAT VARIANT HIGHLINE 1.8 TSI 5DR ESTATE 2010,113,76,100
Volkswagen,PHAETON V6 FSI 4 MOTION TIPTRONIC 4DR SALOON 2009,116,46,99
Volkswagen,POLO 1.2 E 5DR HATCH,72,85,99
Volkswagen,POLO 1.2 TSI 3DR HATCH 2010,67,85,96
Volkswagen,POLO 1.2 TSI BMT FRESH 5DR HATCH 2014,68,79,92
Volkswagen,POLO BLUE GT 1.4 103 5DR HATCH 2012,63,79,89
Volkswagen,POLO BLUE MOTION 1.4 TDI 3DR HATCH 2008,67,85,96
Volkswagen,POLO BLUEMOTION TECHNOLOGY TRENDLINE 1.6 TDI 5DR HATCH 2009,67,79,89
Volkswagen,POLO BLUEMOTION TRENDLINE 1.2 TDI 5DR HATCH 2010,67,79,89
Volkswagen,POLO GTI 1.4 DSG 7 3DR HATCH 2010,62,67,96
Volkswagen,POLO HIGHLINE 1.2TSI DSG (7GANG) 5DR HATCH 2011,67,79,89
Volkswagen,POLO HIGHLINE 1.4 DSG 5DR HATCHBACK 2009,67,79,89
Volkswagen,POLO HIGHLINE 1.6 TDI 5DR HATCHBACK 2009,67,79,89
Volkswagen,POLO SE 1.4 5DR HATCH,70,84,96
Volkswagen,POLO SPORT 1.6 5DR HATCH,70,85,96
Volkswagen,POLO TRENDLINE 1.2 5DR HATCH 2010,67,79,89
Volkswagen,POLO TRENDLINE 1.4 5DR HATCH 2008,68,84,96
Volkswagen,S TOURAN 1.6 5DR MPV,34,88,105
Volkswagen,SCIROCCO 2.0 TSI 3DR COUPE 2008,73,75,101
Volkswagen,SCIROCCO BLUEMOTION TECHNOLOGY 1.4 TSI 3DR COUPE 2010,73,75,101
Volkswagen,SHARAN BLUE MOTION COMFORTLINE DPF 2.0 TDI 5DR MPV 2008,128,110,112
Volkswagen,SHARAN HIGHLINE 1.4 TSI BLUE MOTION 5DR MPV 2010,49,87,108
Volkswagen,SHARAN HIGHLINE 2.0 TDI BMT 130KW 177 PS 5DR MPV 2013,44,113,79
Volkswagen,SHARAN TDI SE 1.9 5DR MPV,48,103,111
Volkswagen,T5 MULTIVAN 2.0 TDI BLUEMOTION 4DR MPV 2011,45,126,122
Volkswagen,T5 MULTIVAN COMFORTLINE 2.0 TDI (DPF) 4DR MPV 2010,45,126,122
Volkswagen,T5 MULTIVAN COMFORTLINE 2.0 TDI 4DR MPV 2011,45,126,122
Volkswagen,TIGUAN SPORT & STYLE 1.4 TSI 5DR 4X4 2008,101,96,100
Volkswagen,TIGUAN SPORT AND STYLE 4 MOTION 2.0 TDI 103KW 5DR 4X4 2011,85,79,100
Volkswagen,TIGUAN SPORT AND STYLE 4 MOTION 2.0 TDI 125KW 5DR 4X4 2012,85,79,100
Volkswagen,TOUAREG V6 TDI 3.0 5DR 4X4 2008,94,81,115
Volkswagen,TOUAREG V6 TDI BMT 5DR 4X4 2010,96,79,115
Volkswagen,TOUAREG V6 TDI BMT SCR 4MOTION TIPTRONIC 5DR SALOON 2015,96,79,111
Volkswagen,TOURAN COMFORTLINE 1.4 TSI ECO FUEL 5DR MPV 2010,33,88,105
Volkswagen,TOURAN HIGHLINE 1.4 TSI DSG 5DR MPV 2008,117,88,104
Volkswagen,TOURAN SPORT 2.0 5DR MPV,33,88,105
Volkswagen,TOURAN TRENDLINE BLUE MOTION 1.9 TDI 5DR MPV 2008,33,88,105
Volkswagen,TRANSPORTER TDI 1.9 5DR MPV,65,127,122
Volkswagen,TRANSPORTER TDI 2.5 5DR MPV,105,127,120
Volkswagen,UP BMT HIGH UP 1.0 ECOFUEL 50KW 5DR HATCH 2013,59,85,97
Volkswagen,UP HIGH UP 1.0 3DR HATCH 2011,45,67,97
Volkswagen,VOLKWAGEN CC - COUPE 1.8 TSI 4DR COUPE 2012,116,52,100
Volvo,C30 1.6D DRIVE START STOP 3DR HATCH 2010,74,63,96
Volvo,C30 ELECTRIC E - MOTOR 3DR HATCH 2012,74,63,96
Volvo,C30 MOMENTUM 1.6 D 3DR HATCH 2008,74,63,96
Volvo,C30 MOMENTUM POWERSHIFT GEARTRONIC 2.0 D 3DR HATCH 2012,74,63,96
Volvo,C30 SE 1.6 3DR HATCH,72,64,95
Volvo,C70 CABRIOLET D5 SUMMUM 2.4 2DR CONVERTIBLE 2010,83,117,96
Volvo,S40 2.0D 4DR SALOON,96,48,102
Volvo,S40 2.0D 4DR SALOON 2008,95,47,102
Volvo,S40 D5 SPORT 2.4 4DR SALOON,94,39,102
Volvo,S60 D4 SUMMUM GEARTRONIC 4DR SALOON 2014,94,48,94
Volvo,S60 D5 SUMMUM 2.4 4DR SALOON 2010,94,48,94
Volvo,S60 T3 R DESIGN 1.6 110KW 4DR SALOON 2012,94,48,94
Volvo,S80 D5 EXECUTIVE 2.4 4DR SALOON 2011,108,49,83
Volvo,V 60 SUMMUM D5 5DR ESTATE 2010,98,66,109
Volvo,V40 CROSS COUNTRY D4 130KW 5DR HATCH 2013,76,64,96
Volvo,V40 KINETIC T3 5DR HATCH 2013,76,64,96
Volvo,V40 T2 KINETIC 5DR HATCH 2014,76,64,96
Volvo,V40 T3 MOMENTUM 1.6 110 5DR HATCH 2012,76,64,96
Volvo,V50 1.8 5DR ESTATE,93,69,96
Volvo,V50 DRIVE MOMENTUM 1.6D 5DR ESTATE 2009,93,69,96
Volvo,V50 MOMENTUM 1.6 D 5DR ESTATE 2008,93,69,96
Volvo,V50 SPORTWAGON S 1.6 5DR ESTATE,93,69,96
Volvo,V60 D2 MOMENTUM 5DR ESTATE 2014,96,66,109
Volvo,V60 D6 HYBRID PURE LIMITED 2.4 5DR ESTATE 2013,94,58,109
Volvo,V60 DRIVE SUMMUM 1.6 5DR ESTATE 2011,98,66,109
Volvo,V60 OCEAN RACE D3 5DR ESTATE 2011,98,66,109
Volvo,V70 2.0D 5DR ESTATE,108,72,111
Volvo,V70 MOMENTUM 1.6 D DRIVE (DPF) 5DR ESTATE 2010,108,72,111
Volvo,V70 T5 2.4 5DR ESTATE,106,76,113
Volvo,V70 T5 SUMMUM GEARTRONIC 5DR ESTATE 2014,109,72,113
Volvo,XC 60 SUMMUM AWD GEARTRONIC 2.4 D5 5DR 4X4 2008,96,74,112
Volvo,XC 70 DRIVE 2.0 DIESEL 5DR ESTATE 2011,109,72,113
Volvo,XC 90 D5R AWD DESIGN 2.4 D5R GEARTRONIC 5DR 4X4 2012,50,81,113
Volvo,XC60 D5 MOMENTUM AWD GEARTRONIC 5DR 4X4 2014,97,75,112
Volvo,V40 D2 1.6 84 KW 5DR HATCH 2012,76,64,96
BMW,X1 5DR SALOON 2018,89,73,100
BMW,X1 5DR SALOON 2020,89,73,100
BMW,X1 SDRIVE18I ADVANTAGE 5DR SALOON 2016,89,73,100
BMW,X1 XDRIVE20D XLINE STEPTRONIC 5DR SALOON 2015,89,73,100
BMW,X2 5DR SALOON 2018,77,67,100
BMW,X3 5DR SALOON 2018,95,78,109
BMW,X3 XDRIVE20D STEPTRONIC 5DR SALOON 2014,94,80,109
BMW,X3 XDRIVE30E 5DR SALOON 2020,95,72,99
BMW,X4 5DR SALOON 2018,101,70,100
BMW,X5 5DR SALOON 2019,104,79,110
BMW,X5 5DR SALOON 2020,104,79,110
BMW,X6 XDRIVE30D STEPTRONIC 5DR SALOON 2015,100,70,109
Volvo,XC40 5DR SALOON 2018,90,72,100
Volvo,XC40 T5 R DESIGN 5DR SALOON 2020,90,72,100
Volvo,XC60 5DR SALOON 2019,96,76,110
Volvo,XC60 B4 5DR SALOON 2019,96,76,110
Volvo,XC60 B5 R DESIGN 5DR SALOON 2020,96,76,110
Volvo,XC60 D3 MOMENTUM 5DR SALOON 2015,97,75,112
Volvo,XC60 D5 R DESIGN AWD GEARTRONIC 5DR SALOON 2018,96,76,110
Volvo,XC60 T5 MOMENTUM GEARTRONIC 5DR SALOON 2018,96,76,110
Volvo,XC90 5DR SALOON 2019,55,80,113
Volvo,XC90 D5 MOMENTUM AWD GEARTRONIC 5DR SALOON 2015,55,80,112
KIA,XCEED 1.6 5DR SALOON 2020,81,76,94
KIA,XCEED 1.6 GDI PLUG-IN-HYBRID 5DR SALOON 2020,66,77,98
Jaguar,XE 20D PRESTIGE AUTOMATIK 4DR SALOON 2016,99,52,81
Jaguar,XE D180 S AWD 4DR SALOON 2020,66,75,96
Jaguar,XE E-PERFORMANCE PURE 4DR SALOON 2015,99,52,81
Jaguar,XF 20D PRESTIGE AUTOMATIK 4DR SALOON 2016,118,50,80
Subaru,XV 2.0I 5DR SALOON 2018,70,76,89
Subaru,XV 2.0IE 5DR SALOON 2020,80,70,106
Toyota,YARIS 1.33 CLUB 5DR HATCH 2015,67,86,100
Toyota,YARIS 1.5 5DR HATCH 2017,67,86,100
Toyota,YARIS 1.5 HYBRID COMFORT 5DR HATCH 2018,67,86,100
Chrysler,YPSILON 1.2 8V START STOP S BY MOMODESIGN 5DR HATCH 2015,59,82,94
BMW,Z4 SPORT 2DR COUPE 2019,81,35,85
Vauxhall,ZAFIRA LIFE 4DR MPV 2019,58,117,116
Renault,ZOE 5DR HATCH 2017,59,95,101
Renault,ZOE R135 Z.E. 50 (52 KWH) 5DR HATCH 2020,68,81,97
